reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
d5b865ff-3c5b-4d8a-85a9-85a5ef0c01c8,Nitu Rani,The worst experience app I deactivate account last month I opened It saw account And worried isnt open urgent open I dont know also report reply Instagram 🙏 Please help great pleasure Please see fixed soon possibleIts really urgent important,1,0,281.0.0.19.105,2023-05-07 11:15:00,,
15b4a05e-d355-42f2-a6f0-8ee49dbf3ec4,Khurt rhaylee Lorenzo Adan,So good kasi andito ung mga crush ko hwhageyahegsy,5,0,281.0.0.19.105,2023-05-07 11:14:56,,
1340a421-eec5-44c4-8488-f959bd703373,Mukta Laskar,My favourite app ☺️☺️,5,0,281.0.0.19.105,2023-05-07 11:14:55,,
1aef3b99-aee1-459c-ab3f-e8f57f4dcab8,bago palang,It best game design best way I intended,5,0,,2023-05-07 11:14:14,,
07740d61-9022-48fb-bb2d-dfe23ccb3ca7,sports Manish up67,Good,5,0,,2023-05-07 11:14:10,,
ec97b1e3-6a95-449c-bb8e-d78b19dd240e,Muhammad Umar,Good👍,5,0,281.0.0.19.105,2023-05-07 11:13:48,,
841d4994-ce88-4024-80b1-321ef63d900e,Neha d Neha,nice,5,0,279.0.0.23.112,2023-05-07 11:13:25,,
bb5437c0-21b3-473a-9fb0-946f09a84f00,Teju Jaat,This fantastic app,1,0,,2023-05-07 11:13:22,,
240f5c84-dbfd-43f3-aad4-958b9c240a97,Dewan Kumar,Love app,5,0,281.0.0.19.105,2023-05-07 11:13:10,,
3d9678f0-eda5-4333-8cf6-37434c400fa0,baby aalyfah,Bagus benget,5,0,281.0.0.19.105,2023-05-07 11:13:06,,
ea6f4384-a942-44c2-8c4a-7d9eb5b5f3a0,Zohra Muskan,Good,5,0,,2023-05-07 11:13:02,,
2bb9eb10-ff9c-4fdd-aa77-203f0e46afcf,Christina Ferrari,It keeps restricting time asking log resend security code time much safe good much interruptions spoil fun Just want share beautiful photos enjoy sharing beautiful things world challenging enough challenges life something fun fun become another boring chore Thank,4,0,281.0.0.19.105,2023-05-07 11:12:51,,
8bfe3b8e-614b-44db-8e67-ab231d66a39f,Suresh Kumar Jangir,Last somedays Instagram work poor I creating Instagram ad account money available starting ad🥺,2,0,,2023-05-07 11:12:45,,
cc796953-4b09-4dc6-9208-ea6df06660fa,Maryam Mussa,Very good,5,0,,2023-05-07 11:12:45,,
096dc41a-4995-4563-98e1-20a5f5c89ac4,fakhru temkar,Awesome,5,0,281.0.0.19.105,2023-05-07 11:12:17,,
3ab98b9f-614a-4587-8d3e-a1be07bc531c,shiva Kumar,Unable find reels options I watch one reel unable scroll next reel many bugs Kindly solve issues,1,0,281.0.0.19.105,2023-05-07 11:11:42,,
bfd9546f-ab87-49ab-b3c4-e6f69b9211dc,Dheerendra singh Charan,I 15000 followers account I cant found bonus botton Instagram account। Please respond soon possible 🙏,1,0,281.0.0.19.105,2023-05-07 11:11:27,,
fa3decc4-b860-4123-82d9-1c3de80df31a,Irshad,Superb💫,5,0,275.0.0.27.98,2023-05-07 11:11:21,,
11e39601-b80b-4e24-8f5f-3e99925dbf45,Vikash Naik,Vikas Naik,5,0,277.0.0.17.107,2023-05-07 11:11:18,,
90a23d0c-4255-449d-a510-55b073c862fe,Mohd Shiya,My app Loves spend tons time❤️,5,0,,2023-05-07 11:11:15,,
caf5722e-3c3e-435c-b21b-b63d6b17006e,Chandu Naveen,Exlent,5,0,281.0.0.19.105,2023-05-07 11:10:56,,
21c1bdd6-5b3c-4ba4-a962-5bdf23e3b168,Arsh Ahmed khan,Very cool,5,0,,2023-05-07 11:10:45,,
e19f6d83-f2c4-4909-940f-70ed70a34320,Chumman Yadav,Video created problem,5,0,281.0.0.19.105,2023-05-07 11:10:15,,
c4f9785f-2142-4cf1-a17f-d13dc1261562,Rajesh Kumar,Aad filter,5,0,,2023-05-07 11:09:58,,
bef8c99c-5a68-4e9d-a43e-c907dcf9cce7,Ava Dawson,How I supposed update messenger Its annoying😭,1,0,281.0.0.19.105,2023-05-07 11:09:55,,
7611de24-054c-4afe-a8b7-764dd41a4655,Jayshree Gulechha,Im able open pictures recieved,1,0,281.0.0.19.105,2023-05-07 11:09:53,,
484c05fe-b2a0-40be-b03d-125977ce96e1,Suraj Yede,😍,5,0,279.0.0.23.112,2023-05-07 11:09:49,,
